City,Country,Order Date,Product,Region,Segment,Ship Mode,State,Profit/Loss,Sales,Sl.No
Ludhiyana,INDIA,21-11-2018,Powder,North,Cosmetics,Home Delivery,Punjab,82,11172,1831
Mangalore,INDIA,25-09-2018,nail Polish,South,Cosmetics,Take Away,Karnataka,1312,4620,1835
Noida,INDIA,29-11-2015,lipstick,North,Cosmetics,Take Away,Uttar Pradesh,82,6720,1840
Coimbatore,INDIA,07-08-2016,lipstick,South,Cosmetics,Home Delivery,Tamil Nadu,328,4116,1845
Asansol,INDIA,26-10-2016,lipstick,North,Cosmetics,Take Away,West Bengal,7134,18816,1849
Coimbatore,INDIA,28-05-2017,Foundation,South,Cosmetics,Take Away,Tamil Nadu,6150,19236,1852
Agra,INDIA,18-12-2017,Powder,North,Cosmetics,Take Away,Madhya Pradesh,3116,9240,1854
Surat,INDIA,18-12-2017,Kajal,North,Cosmetics,Take Away,Mizoram,0,9408,1856
Agra,INDIA,18-12-2017,Eye liner,North,Cosmetics,Take Away,Madhya Pradesh,4428,11088,1857
Tirupati,INDIA,29-08-2018,Lotion,North,Cosmetics,Take Away,Arunachal Pradesh,4592,17388,1860
Jamshedpur,INDIA,01-08-2015,wax,North,Cosmetics,Home Delivery,Jharkhand,1230,7140,1865
Asansol,INDIA,07-11-2017,Shadow,North,Cosmetics,Take Away,West Bengal,2214,20748,1867
Ludhiyana,INDIA,19-06-2016,lipstick,North,Cosmetics,Take Away,Punjab,1558,4452,1870
Asansol,INDIA,31-08-2016,Make up remover,North,Cosmetics,Take Away,West Bengal,9102,159096,1875
Udaipur,INDIA,27-06-2018,Blush,North,Cosmetics,Take Away,Rajasthan,902,1428,1877
Tirupati,INDIA,22-05-2016,lipstick,North,Cosmetics,Home Delivery,Arunachal Pradesh,1230,3948,1880
Bubneshwar,INDIA,04-10-2015,lipstick,Central,Cosmetics,Home Delivery,Orissa,11152,24360,1885
Coimbatore,INDIA,04-10-2015,Kajal,South,Cosmetics,Take Away,Tamil Nadu,8364,20328,1887
Noida,INDIA,30-10-2017,Kajal,North,Cosmetics,Take Away,Uttar Pradesh,902,3444,1890
Ahmedabad,INDIA,24-08-2016,Powder,North,Cosmetics,Take Away,Uttrakhand,0,756,1895
Rewari,INDIA,24-08-2016,nail Polish,North,Cosmetics,Home Delivery,Haryana,18778,19656,1897
Coimbatore,INDIA,23-08-2017,lipstick,South,Cosmetics,Take Away,Tamil Nadu,2296,8820,1898
Bubneshwar,INDIA,11-09-2018,lipstick,Central,Cosmetics,Take Away,Orissa,5084,8148,1903
Ludhiyana,INDIA,30-06-2018,Sun screen,North,Cosmetics,Take Away,Punjab,13530,65604,1907
Noida,INDIA,30-06-2018,Kajal,North,Cosmetics,Take Away,Uttar Pradesh,2542,6384,1910
Ahmedabad,INDIA,14-04-2016,Kajal,North,Cosmetics,Take Away,Uttrakhand,11070,64176,1913
Coimbatore,INDIA,13-03-2017,Eye liner,South,Cosmetics,Take Away,Tamil Nadu,246,10584,1917
Mangalore,INDIA,28-05-2015,lipstick,South,Cosmetics,Take Away,Karnataka,2050,27216,1929
Ahmedabad,INDIA,04-06-2017,Shadow,North,Cosmetics,Take Away,Uttrakhand,1066,9072,1932
Pune,INDIA,29-05-2018,Eye liner,Central,Cosmetics,Take Away,Maharastra,3362,9576,1937
Tirupati,INDIA,29-05-2018,Kajal,North,Cosmetics,Take Away,Arunachal Pradesh,3936,13860,1939
Ahmedabad,INDIA,30-11-2016,nail Polish,North,Cosmetics,Take Away,Uttrakhand,6478,16548,1941
Jamshedpur,INDIA,03-03-2016,nail Polish,North,Cosmetics,Take Away,Jharkhand,23534,37632,1944
Jamshedpur,INDIA,09-08-2015,Kajal,North,Cosmetics,Take Away,Jharkhand,5740,20916,1949
Ahmedabad,INDIA,02-02-2015,Blush,North,Cosmetics,Take Away,Uttrakhand,1886,22344,1954
Asansol,INDIA,02-02-2015,Lotion,North,Cosmetics,Take Away,West Bengal,82,4788,1956
Pune,INDIA,21-11-2016,Make up remover,Central,Cosmetics,Take Away,Maharastra,2788,6720,1958
Rewari,INDIA,14-07-2018,Kajal,North,Cosmetics,Take Away,Haryana,656,2688,1963
Vizak,INDIA,22-05-2018,Make up remover,South,Cosmetics,Take Away,Telagana,13038,74928,1968
Ludhiyana,INDIA,13-10-2018,nail Polish,North,Cosmetics,Take Away,Punjab,9348,135744,1970
Rewari,INDIA,22-05-2017,lipstick,North,Cosmetics,Take Away,Haryana,1230,17808,1974
Agra,INDIA,12-09-2018,Foundation,North,Cosmetics,Take Away,Madhya Pradesh,1312,5040,1979
Vizak,INDIA,24-01-2018,Kajal,South,Cosmetics,Take Away,Telagana,4510,29064,1984
Jamshedpur,INDIA,17-11-2018,Foundation,North,Cosmetics,Take Away,Jharkhand,3772,6048,1988
Ludhiyana,INDIA,19-09-2018,Powder,North,Cosmetics,Take Away,Punjab,4838,31248,1991
Bubneshwar,INDIA,10-11-2018,Sun screen,Central,Cosmetics,Take Away,Orissa,2706,16212,1994
Tirupati,INDIA,17-02-2018,Cold cream,North,Cosmetics,Home Delivery,Arunachal Pradesh,0,3780,1998
Raipur,INDIA,16-02-2017,Fan,North,Electronics,Take Away,Chattisghar,1086,4032,176
Mumbai,INDIA,06-06-2016,Tv,Central,Electronics,Home Delivery,Maharastra,1169,3024,180
Surat,INDIA,27-05-2017,Refigerator,North,Electronics,Home Delivery,Gujrat,3187,55362,183
Surat,INDIA,23-06-2018,Phone,North,Electronics,Take Away,Gujrat,1384,2772,186
Gurgaon,INDIA,04-08-2015,Cooler,North,Electronics,Take Away,Haryana,1448,4032,187
Jaipur,INDIA,10-05-2016,Refigerator,North,Electronics,Take Away,Rajasthan,89,924,191
Raipur,INDIA,16-12-2018,Wasing Machine,North,Electronics,Take Away,Chattisghar,1460,3024,196
Bangalore,INDIA,18-11-2016,Wasing Machine,South,Electronics,Home Delivery,Karnataka,1027,3612,197
Noida,INDIA,19-02-2017,Lights,North,Electronics,Take Away,Uttar Pradesh,1496,34356,204
Ananthpur,INDIA,19-02-2017,Tv,South,Electronics,Take Away,Andra Pradesh,10000,241920,207
Gurgaon,INDIA,30-06-2016,Lights,North,Electronics,Home Delivery,Haryana,1034,37464,210
Chennai,INDIA,11-08-2016,Cooler,South,Electronics,Take Away,Tamil Nadu,1052,8064,212
Jaipur,INDIA,19-05-2016,Phone,North,Electronics,Take Away,Rajasthan,1125,9240,218
Noida,INDIA,11-08-2018,Wasing Machine,North,Electronics,Take Away,Uttar Pradesh,1103,9912,227
Hydrabad,INDIA,11-08-2018,Phone,South,Electronics,Take Away,Telagana,4737,107500,228
Guwahati,INDIA,24-06-2018,Phone,North,Electronics,Take Away,Assam,1067,11256,231
Ananthpur,INDIA,29-12-2018,Wasing Machine,South,Electronics,Take Away,Andra Pradesh,1427,12432,232
Jaipur,INDIA,21-04-2018,Ac,North,Electronics,Take Away,Rajasthan,1260,5544,233
Gurgaon,INDIA,10-05-2017,Phone,North,Electronics,Take Away,Haryana,1201,13356,236
Guwahati,INDIA,31-01-2016,Wasing Machine,North,Electronics,Take Away,Assam,1011,2940,239
Bangalore,INDIA,31-01-2016,Tv,South,Electronics,Take Away,Karnataka,1468,18312,241
Ludhiyana,INDIA,17-03-2018,Phone,North,Electronics,Take Away,Punjab,1309,13944,242
Ludhiyana,INDIA,18-06-2018,Cooler,North,Electronics,Home Delivery,Punjab,3164,90000,247
Mumbai,INDIA,18-06-2018,Lights,Central,Electronics,Take Away,Maharastra,1140,10920,248
Kolkata,INDIA,12-11-2018,Fan,North,Electronics,Home Delivery,West Bengal,1037,10080,251
Surat,INDIA,31-08-2017,Wasing Machine,North,Electronics,Home Delivery,Gujrat,1415,16212,256
Guwahati,INDIA,31-08-2017,Wasing Machine,North,Electronics,Home Delivery,Assam,1260,2856,261
Noida,INDIA,31-08-2017,Tv,North,Electronics,Take Away,Uttar Pradesh,1005,9996,263
Guwahati,INDIA,21-12-2016,Cooler,North,Electronics,Take Away,Assam,4562,104076,264
Gurgaon,INDIA,21-12-2016,Refigerator,North,Electronics,Take Away,Haryana,1431,2856,265
Ranchi,INDIA,22-03-2017,Tv,North,Electronics,Take Away,Jharkhand,1018,23436,266
Guwahati,INDIA,02-08-2018,Tv,North,Electronics,Home Delivery,Assam,3159,51240,268
Ananthpur,INDIA,13-05-2015,Lights,South,Electronics,Take Away,Andra Pradesh,3045,90216,269
Noida,INDIA,25-12-2016,Cooler,North,Electronics,Home Delivery,Uttar Pradesh,1365,2856,273
Pune,INDIA,25-12-2016,Refigerator,Central,Electronics,Home Delivery,Maharastra,1080,3444,274
Gurgaon,INDIA,07-04-2018,Phone,North,Electronics,Take Away,Haryana,4622,105000,275
Kolkata,INDIA,07-04-2018,Cooler,North,Electronics,Take Away,West Bengal,1293,13524,276
Guwahati,INDIA,31-08-2015,Lights,North,Electronics,Home Delivery,Assam,41,840,277
Ludhiyana,INDIA,03-12-2018,Phone,North,Electronics,Take Away,Punjab,12,1428,285
Jaipur,INDIA,08-04-2017,Fan,North,Electronics,Home Delivery,Rajasthan,1217,12348,288
Udaipur,INDIA,05-08-2017,Lights,North,Electronics,Home Delivery,Rajasthan,1083,18480,304
Hydrabad,INDIA,05-08-2017,Wasing Machine,South,Electronics,Take Away,Telagana,78,1764,305
Pune,INDIA,02-12-2017,Phone,Central,Electronics,Home Delivery,Maharastra,1397,17136,306
Gurgaon,INDIA,02-12-2017,Tv,North,Electronics,Take Away,Haryana,1234,2436,307
Bubneshwar,INDIA,04-12-2018,Fan,Central,Electronics,Take Away,Orissa,1074,37800,308
Ahmedabad,INDIA,20-09-2015,Cooler,North,Electronics,Take Away,Gujrat,1332,2856,309
Pune,INDIA,20-09-2015,Refigerator,Central,Electronics,Take Away,Maharastra,1461,26124,310
Pune,INDIA,25-09-2016,Cooler,Central,Electronics,Take Away,Maharastra,1305,3360,311
Bangalore,INDIA,25-09-2016,Refigerator,South,Electronics,Home Delivery,Karnataka,1253,13188,312
Chennai,INDIA,25-09-2016,Lights,South,Electronics,Take Away,Tamil Nadu,1210,12180,313
Dibrugarh,INDIA,04-09-2017,Refigerator,North,Electronics,Take Away,Assam,738,2268,790
Noida,INDIA,28-12-2016,Cooler,North,Electronics,Take Away,Uttar Pradesh,2132,26880,791
Udaipur,INDIA,20-03-2016,Fan,North,Electronics,Take Away,Rajasthan,82,2688,792
Agra,INDIA,14-07-2018,Tv,North,Electronics,Take Away,Madhya Pradesh,1722,5544,795
Chennai,INDIA,14-07-2018,Wasing Machine,South,Electronics,Take Away,Tamil Nadu,9348,29148,796
Vizak,INDIA,25-08-2016,Fan,South,Electronics,Take Away,Telagana,3362,31164,803
Chennai,INDIA,30-08-2017,Wasing Machine,South,Electronics,Home Delivery,Tamil Nadu,82,672,808
Noida,INDIA,02-03-2015,Phone,North,Electronics,Take Away,Uttar Pradesh,410,12684,812
Tirupati,INDIA,22-12-2018,Tv,South,Electronics,Take Away,Andra Pradesh,820,10668,818
Dibrugarh,INDIA,14-05-2015,Refigerator,North,Electronics,Home Delivery,Assam,4264,9156,821
Vizak,INDIA,14-05-2015,Fan,South,Electronics,Home Delivery,Telagana,32800,86100,822
Rewari,INDIA,27-07-2015,Phone,North,Electronics,Home Delivery,Haryana,410,2352,825
Noida,INDIA,07-04-2018,Phone,North,Electronics,Take Away,Uttar Pradesh,8856,29316,828
Tirupati,INDIA,21-11-2018,Cooler,South,Electronics,Home Delivery,Andra Pradesh,12382,43680,833
Udaipur,INDIA,25-09-2018,Fan,North,Electronics,Take Away,Rajasthan,492,1932,837
Chennai,INDIA,04-08-2018,Ac,South,Electronics,Take Away,Tamil Nadu,738,2520,838
Noida,INDIA,18-11-2018,Cooler,North,Electronics,Take Away,Uttar Pradesh,2542,33264,839
Chennai,INDIA,29-11-2015,Fan,South,Electronics,Take Away,Tamil Nadu,164,4452,841
Udaipur,INDIA,07-08-2016,Ac,North,Electronics,Take Away,Rajasthan,1558,3192,842
Jamshedpur,INDIA,26-10-2016,Refigerator,North,Electronics,Take Away,Jharkhand,6724,15456,850
Dibrugarh,INDIA,13-09-2018,Phone,North,Electronics,Take Away,Assam,492,6972,851
Dibrugarh,INDIA,06-03-2018,Tv,North,Electronics,Take Away,Assam,3116,7140,853
Udaipur,INDIA,18-12-2017,Phone,North,Electronics,Take Away,Rajasthan,2542,6552,855
Pune,INDIA,18-12-2017,Lights,Central,Electronics,Take Away,Maharastra,8528,36540,858
Rewari,INDIA,01-09-2016,Ac,North,Electronics,Take Away,Haryana,26568,136248,862
Pune,INDIA,19-06-2016,Phone,Central,Electronics,Take Away,Maharastra,29520,75600,868
Udaipur,INDIA,11-09-2018,Cooler,North,Electronics,Take Away,Rajasthan,656,70896,872
Mangalore,INDIA,04-03-2015,Lights,South,Electronics,Take Away,Karnataka,984,4956,878
Dibrugarh,INDIA,13-12-2018,Refigerator,North,Electronics,Take Away,Assam,738,1764,882
Coimbatore,INDIA,04-10-2015,Cooler,South,Electronics,Take Away,Tamil Nadu,902,1764,888
Ludhiyana,INDIA,14-11-2017,Tv,North,Electronics,Take Away,Punjab,574,1512,892
Ludhiyana,INDIA,21-05-2017,Phone,North,Electronics,Take Away,Punjab,1476,3360,899
Noida,INDIA,21-05-2017,Wasing Machine,North,Electronics,Take Away,Uttar Pradesh,2788,18228,900
Coimbatore,INDIA,30-06-2018,Phone,South,Electronics,Home Delivery,Tamil Nadu,246,1092,908
Rewari,INDIA,30-06-2018,Phone,North,Electronics,Take Away,Haryana,738,3528,909
Tirupati,INDIA,13-03-2017,Lights,South,Electronics,Home Delivery,Andra Pradesh,1722,6048,918
Bubneshwar,INDIA,03-10-2018,Wasing Machine,Central,Electronics,Take Away,Orissa,33538,143220,919
Rewari,INDIA,04-06-2017,Lights,North,Electronics,Take Away,Haryana,1312,2520,930
Coimbatore,INDIA,04-06-2017,Cooler,South,Electronics,Home Delivery,Tamil Nadu,656,8064,934
Bubneshwar,INDIA,20-11-2018,Refigerator,Central,Electronics,Take Away,Orissa,7462,12432,940
Rewari,INDIA,12-10-2015,Tv,North,Electronics,Take Away,Haryana,9512,10584,942
Dibrugarh,INDIA,03-03-2016,Cooler,North,Electronics,Take Away,Assam,3444,10584,946
Ludhiyana,INDIA,18-09-2016,Phone,North,Electronics,Home Delivery,Punjab,820,75600,951
Rewari,INDIA,02-02-2015,Phone,North,Electronics,Home Delivery,Haryana,1066,9744,957
Vizak,INDIA,22-06-2016,Wasing Machine,South,Electronics,Home Delivery,Telagana,1230,17808,960
Dibrugarh,INDIA,23-10-2016,Phone,North,Electronics,Home Delivery,Assam,4100,60480,961
Rewari,INDIA,21-03-2018,Tv,North,Electronics,Take Away,Haryana,492,7476,964
Udaipur,INDIA,17-02-2018,Wasing Machine,North,Electronics,Take Away,Rajasthan,1558,9324,967
Noida,INDIA,22-05-2017,Wasing Machine,North,Electronics,Take Away,Uttar Pradesh,164,8484,972
Jamshedpur,INDIA,22-05-2017,Ac,North,Electronics,Take Away,Jharkhand,574,5292,976
Coimbatore,INDIA,22-05-2017,Lights,South,Electronics,Take Away,Tamil Nadu,6396,61824,977
Dibrugarh,INDIA,22-05-2017,Phone,North,Electronics,Take Away,Assam,902,2268,978
Bubneshwar,INDIA,12-09-2018,Ac,Central,Electronics,Home Delivery,Orissa,21320,77952,980
Udaipur,INDIA,12-09-2018,Wasing Machine,North,Electronics,Take Away,Rajasthan,1640,12768,981
Rewari,INDIA,17-11-2018,Fan,North,Electronics,Take Away,Haryana,1148,3444,989
Bubneshwar,INDIA,17-11-2018,Lights,Central,Electronics,Take Away,Orissa,3526,6468,990
Noida,INDIA,17-02-2018,Lights,North,Electronics,Take Away,Uttar Pradesh,574,23016,999
Jamshedpur,INDIA,16-04-2017,Lights,North,Electronics,Home Delivery,Jharkhand,1066,2352,1000
Bilaspur,INDIA,16-02-2017,Phone,North,Electronics,Take Away,Nagaland,1312,4032,1176
Mumbai,INDIA,06-06-2016,Ac,Central,Electronics,Take Away,Maharastra,738,3024,1180
Surat,INDIA,27-05-2017,Cooler,North,Electronics,Take Away,Nagaland,2100,55362,1183
Surat,INDIA,23-06-2018,Phone,North,Electronics,Take Away,Nagaland,1230,2772,1186
Gurgaon,INDIA,04-08-2015,Cooler,North,Electronics,Take Away,Haryana,82,4032,1187
Jaipur,INDIA,10-05-2016,Ac,North,Electronics,Take Away,Rajasthan,574,924,1191
Bilaspur,INDIA,16-12-2018,Fan,North,Electronics,Home Delivery,Nagaland,1312,3024,1196
Bangalore,INDIA,18-11-2016,Refigerator,South,Electronics,Take Away,Karnataka,574,3612,1197
Noida,INDIA,19-02-2017,Lights,North,Electronics,Take Away,Uttar Pradesh,11726,34356,1204
Ananthpur,INDIA,19-02-2017,Tv,North,Electronics,Home Delivery,Daman And Diu,,214569,1207
Gurgaon,INDIA,30-06-2016,Lights,North,Electronics,Home Delivery,Haryana,8938,37464,1210
Chennai,INDIA,11-08-2016,Tv,South,Electronics,Home Delivery,Tamil Nadu,2706,8064,1212
Jaipur,INDIA,19-05-2016,Phone,North,Electronics,Take Away,Rajasthan,1312,9240,1218
Noida,INDIA,11-08-2018,Cooler,North,Electronics,Take Away,Uttar Pradesh,4264,9912,1227
Hydrabad,INDIA,11-08-2018,Refigerator,South,Electronics,Take Away,Telagana,3000,107500,1228
Guwahati,INDIA,24-06-2018,Lights,North,Electronics,Take Away,Assam,3034,11256,1231
Ananthpur,INDIA,29-12-2018,Fan,North,Electronics,Home Delivery,Daman And Diu,1886,12432,1232
Jaipur,INDIA,21-04-2018,Phone,North,Electronics,Take Away,Rajasthan,1804,5544,1233
Gurgaon,INDIA,10-05-2017,Tv,North,Electronics,Home Delivery,Haryana,5986,13356,1236
Guwahati,INDIA,31-01-2016,Phone,North,Electronics,Home Delivery,Assam,984,2940,1239
Bangalore,INDIA,31-01-2016,Cooler,South,Electronics,Take Away,Karnataka,574,18312,1241
Ludhiyana,INDIA,17-03-2018,Phone,North,Electronics,Take Away,Punjab,2214,13944,1242
Ludhiyana,INDIA,18-06-2018,Cooler,North,Electronics,Take Away,Punjab,2000,90000,1247
Mumbai,INDIA,18-06-2018,Phone,Central,Electronics,Home Delivery,Maharastra,5986,10920,1248
Kolkata,INDIA,12-11-2018,Lights,North,Electronics,Home Delivery,West Bengal,82,10080,1251
Surat,INDIA,31-08-2017,Tv,North,Electronics,Take Away,Mizoram,656,16212,1256
Guwahati,INDIA,31-08-2017,Wasing Machine,North,Electronics,Take Away,Assam,328,2856,1261
Noida,INDIA,31-08-2017,Refigerator,North,Electronics,Take Away,Uttar Pradesh,4100,9996,1263
Guwahati,INDIA,21-12-2016,Lights,North,Electronics,Take Away,Assam,1148,104076,1264
Gurgaon,INDIA,21-12-2016,Phone,North,Electronics,Take Away,Haryana,738,2856,1265
Ranchi,INDIA,22-03-2017,Ac,North,Electronics,Take Away,Jharkhand,5740,23436,1266
Guwahati,INDIA,02-08-2018,Ac,North,Electronics,Take Away,Assam,17056,51240,1268
Ananthpur,INDIA,13-05-2015,Phone,South,Electronics,Take Away,Kerela,17630,90216,1269
Noida,INDIA,25-12-2016,Tv,North,Electronics,Take Away,Uttar Pradesh,1066,2856,1273
Pune,INDIA,25-12-2016,Fan,Central,Electronics,Take Away,Maharastra,492,3444,1274
Gurgaon,INDIA,07-04-2018,Fan,North,Electronics,Take Away,Haryana,39852,105000,1275
Kolkata,INDIA,07-04-2018,Refigerator,North,Electronics,Take Away,West Bengal,3280,13524,1276
Guwahati,INDIA,31-08-2015,Phone,North,Electronics,Home Delivery,Assam,328,840,1277
Ludhiyana,INDIA,03-12-2018,Refigerator,North,Electronics,Home Delivery,Punjab,410,1428,1285
Jaipur,INDIA,08-04-2017,Refigerator,North,Electronics,Take Away,Rajasthan,1722,12348,1288
Udaipur,INDIA,05-08-2017,Refigerator,North,Electronics,Home Delivery,Rajasthan,11562,18480,1304
Hydrabad,INDIA,05-08-2017,Tv,South,Electronics,Take Away,Telagana,1148,1764,1305
Pune,INDIA,02-12-2017,Wasing Machine,Central,Electronics,Take Away,Maharastra,4838,17136,1306
Gurgaon,INDIA,02-12-2017,Tv,North,Electronics,Take Away,Haryana,328,2436,1307
Bubneshwar,INDIA,04-12-2018,Phone,Central,Electronics,Take Away,Orissa,11480,37800,1308
Ahmedabad,INDIA,20-09-2015,Tv,North,Electronics,Take Away,Mizoram,738,2856,1309
Pune,INDIA,20-09-2015,Phone,Central,Electronics,Take Away,Maharastra,5576,26124,1310
Pune,INDIA,25-09-2016,Wasing Machine,Central,Electronics,Take Away,Maharastra,820,3360,1311
Bangalore,INDIA,25-09-2016,Lights,South,Electronics,Take Away,Karnataka,738,13188,1312
Chennai,INDIA,25-09-2016,Wasing Machine,South,Electronics,Home Delivery,Tamil Nadu,2460,12180,1313
Dibrugarh,INDIA,04-09-2017,Tv,North,Electronics,Take Away,Assam,738,2268,1790
Noida,INDIA,28-12-2016,Refigerator,North,Electronics,Take Away,Uttar Pradesh,2132,26880,1791
Udaipur,INDIA,20-03-2016,Fan,North,Electronics,Take Away,Rajasthan,82,2688,1792
Agra,INDIA,14-07-2018,Tv,North,Electronics,Take Away,Madhya Pradesh,1722,5544,1795
Chennai,INDIA,14-07-2018,Fan,South,Electronics,Take Away,Tamil Nadu,9348,29148,1796
Vizak,INDIA,25-08-2016,Cooler,South,Electronics,Home Delivery,Telagana,3362,31164,1803
Chennai,INDIA,30-08-2017,Wasing Machine,South,Electronics,Take Away,Tamil Nadu,82,672,1808
Noida,INDIA,02-03-2015,Wasing Machine,North,Electronics,Take Away,Uttar Pradesh,410,12684,1812
Tirupati,INDIA,22-12-2018,Wasing Machine,North,Electronics,Home Delivery,Arunachal Pradesh,820,10668,1818
Dibrugarh,INDIA,14-05-2015,Fan,North,Electronics,Take Away,Assam,4264,9156,1821
Vizak,INDIA,14-05-2015,Wasing Machine,South,Electronics,Take Away,Telagana,32800,86100,1822
Rewari,INDIA,27-07-2015,Fan,North,Electronics,Take Away,Haryana,410,2352,1825
Noida,INDIA,07-04-2018,Phone,North,Electronics,Home Delivery,Uttar Pradesh,8856,29316,1828
Tirupati,INDIA,21-11-2018,Ac,North,Electronics,Take Away,Arunachal Pradesh,12382,43680,1833
Udaipur,INDIA,25-09-2018,Lights,North,Electronics,Home Delivery,Rajasthan,492,1932,1837
Chennai,INDIA,04-08-2018,Fan,South,Electronics,Take Away,Tamil Nadu,738,2520,1838
Noida,INDIA,18-11-2018,Fan,North,Electronics,Take Away,Uttar Pradesh,2542,33264,1839
Chennai,INDIA,29-11-2015,Fan,South,Electronics,Take Away,Tamil Nadu,164,4452,1841
Udaipur,INDIA,07-08-2016,Fan,North,Electronics,Home Delivery,Rajasthan,1558,3192,1842
Jamshedpur,INDIA,26-10-2016,Wasing Machine,North,Electronics,Home Delivery,Jharkhand,6724,15456,1850
Dibrugarh,INDIA,13-09-2018,Tv,North,Electronics,Take Away,Assam,492,6972,1851
Dibrugarh,INDIA,06-03-2018,Wasing Machine,North,Electronics,Take Away,Assam,3116,7140,1853
Udaipur,INDIA,18-12-2017,Tv,North,Electronics,Take Away,Rajasthan,2542,6552,1855
Pune,INDIA,18-12-2017,Phone,Central,Electronics,Take Away,Maharastra,8528,36540,1858
Rewari,INDIA,01-09-2016,Cooler,North,Electronics,Home Delivery,Haryana,26568,136248,1862
Pune,INDIA,19-06-2016,Wasing Machine,Central,Electronics,Take Away,Maharastra,29520,75600,1868
Udaipur,INDIA,11-09-2018,Cooler,North,Electronics,Home Delivery,Rajasthan,656,70896,1872
Mangalore,INDIA,04-03-2015,Lights,South,Electronics,Take Away,Karnataka,984,4956,1878
Dibrugarh,INDIA,13-12-2018,Ac,North,Electronics,Take Away,Assam,738,1764,1882
Coimbatore,INDIA,04-10-2015,Tv,South,Electronics,Take Away,Tamil Nadu,902,1764,1888
Ludhiyana,INDIA,14-11-2017,Ac,North,Electronics,Take Away,Punjab,574,1512,1892
Ludhiyana,INDIA,21-05-2017,Tv,North,Electronics,Take Away,Punjab,1476,3360,1899
Noida,INDIA,21-05-2017,Wasing Machine,North,Electronics,Take Away,Uttar Pradesh,2788,18228,1900
Coimbatore,INDIA,30-06-2018,Ac,South,Electronics,Take Away,Tamil Nadu,246,1092,1908
Rewari,INDIA,30-06-2018,Tv,North,Electronics,Take Away,Haryana,738,3528,1909
Tirupati,INDIA,13-03-2017,Tv,North,Electronics,Take Away,Arunachal Pradesh,1722,6048,1918
Bubneshwar,INDIA,03-10-2018,Tv,Central,Electronics,Home Delivery,Orissa,33538,143220,1919
Rewari,INDIA,04-06-2017,Ac,North,Electronics,Take Away,Haryana,1312,2520,1930
Coimbatore,INDIA,04-06-2017,Cooler,South,Electronics,Home Delivery,Tamil Nadu,656,8064,1934
Bubneshwar,INDIA,20-11-2018,Ac,Central,Electronics,Take Away,Orissa,7462,12432,1940
Rewari,INDIA,12-10-2015,Lights,North,Electronics,Take Away,Haryana,9512,10584,1942
Dibrugarh,INDIA,03-03-2016,Tv,North,Electronics,Take Away,Assam,3444,10584,1946
Ludhiyana,INDIA,18-09-2016,Ac,North,Electronics,Take Away,Punjab,820,75600,1951
Rewari,INDIA,02-02-2015,Lights,North,Electronics,Take Away,Haryana,1066,9744,1957
Vizak,INDIA,22-06-2016,Lights,South,Electronics,Take Away,Telagana,1230,17808,1960
Dibrugarh,INDIA,23-10-2016,Phone,North,Electronics,Take Away,Assam,4100,60480,1961
Rewari,INDIA,21-03-2018,Refigerator,North,Electronics,Take Away,Haryana,492,7476,1964
Udaipur,INDIA,17-02-2018,Refigerator,North,Electronics,Take Away,Rajasthan,1558,9324,1967
Noida,INDIA,22-05-2017,Phone,North,Electronics,Take Away,Uttar Pradesh,164,8484,1972
Jamshedpur,INDIA,22-05-2017,Tv,North,Electronics,Home Delivery,Jharkhand,574,5292,1976
Coimbatore,INDIA,22-05-2017,Cooler,South,Electronics,Take Away,Tamil Nadu,6396,61824,1977
Dibrugarh,INDIA,22-05-2017,Phone,North,Electronics,Take Away,Assam,902,2268,1978
Bubneshwar,INDIA,12-09-2018,Phone,Central,Electronics,Take Away,Orissa,21320,77952,1980
Udaipur,INDIA,12-09-2018,Lights,North,Electronics,Take Away,Rajasthan,1640,12768,1981
Rewari,INDIA,17-11-2018,Phone,North,Electronics,Take Away,Haryana,1148,3444,1989
Bubneshwar,INDIA,17-11-2018,Fan,Central,Electronics,Take Away,Orissa,3526,6468,1990
Noida,INDIA,17-02-2018,Wasing Machine,North,Electronics,Take Away,Uttar Pradesh,574,23016,1999
Jamshedpur,INDIA,16-04-2017,Phone,North,Electronics,Take Away,Jharkhand,1066,2352,2000
Jamshedpur,INDIA,22-11-2016,Sleep Wear,North,Fashion,Take Away,Jharkhand,1072,3612,402
Noida,INDIA,13-06-2018,Ethnic Wear,North,Fashion,Home Delivery,Uttar Pradesh,1356,4536,403
Jamshedpur,INDIA,10-09-2015,Sport Wear,North,Fashion,Take Away,Jharkhand,95,1428,404
Gurgaon,INDIA,26-07-2018,Western Wear,North,Fashion,Take Away,Haryana,1320,23352,405
Guwahati,INDIA,26-07-2018,Sleep Wear,North,Fashion,Take Away,Assam,1067,4620,406
Chennai,INDIA,26-07-2018,Sleep Wear,South,Fashion,Take Away,Tamil Nadu,1064,2100,407
Pune,INDIA,18-09-2018,Foot Wear,Central,Fashion,Take Away,Maharastra,1441,2268,408
Ananthpur,INDIA,08-08-2018,Accessories,South,Fashion,Take Away,Andra Pradesh,1166,22512,409
Udaipur,INDIA,26-09-2018,Ethnic Wear,North,Fashion,Take Away,Rajasthan,1432,6216,410
Udaipur,INDIA,26-09-2018,Sleep Wear,North,Fashion,Take Away,Rajasthan,93,756,411
Asansol,INDIA,30-06-2018,Sport Wear,North,Fashion,Home Delivery,West Bengal,1433,7224,412
